GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010,ESN001,ESN002,ES1001,ES1002,ETQ001,ETQ002,ETQ003,ETQ004,ETQ005,ETQ006
"G130199097061","1990",,,,,,,"1","9706",,,"Meriwether","199",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",555,526,0,0,2,1,6,0,5,0,346,34,245,101,13,2,3,3,0,13
"G130199097062","1990",,,,,,,"2","9706",,,"Meriwether","199",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1198,106,5,6,0,4,1,0,0,1,449,30,339,110,10,3,4,4,0,9
"G130199097063","1990",,,,,,,"3","9706",,,"Meriwether","199",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",500,599,0,0,1,0,13,0,0,0,367,46,296,71,7,4,20,4,0,11
"G130201095011","1990",,,,,,,"1","9501",,,"Miller","201",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",797,339,3,0,0,4,0,0,0,0,394,36,297,97,5,1,2,1,1,26
"G130201095021","1990",,,,,,,"1","9502",,,"Miller","201",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",718,239,0,0,0,1,0,0,0,0,326,45,243,83,1,2,1,1,0,40
"G130201095022","1990",,,,,,,"2","9502",,,"Miller","201",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",748,285,1,0,0,0,0,0,0,0,381,43,293,88,6,3,6,3,2,23
"G130201095023","1990",,,,,,,"3","9502",,,"Miller","201",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",673,37,1,4,1,6,0,0,0,1,295,27,228,67,9,1,1,0,0,16
"G130201095024","1990",,,,,,,"4","9502",,,"Miller","201",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",392,620,0,0,0,0,1,0,0,0,383,60,238,145,20,13,6,11,0,10
"G130201095031","1990",,,,,,,"1","9503",,,"Miller","201",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",665,104,0,0,0,7,0,0,0,0,298,39,254,44,4,3,0,3,0,29
"G130201095032","1990",,,,,,,"2","9503",,,"Miller","201",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",531,101,1,0,0,0,0,0,0,0,259,16,216,43,1,1,3,1,0,10
"G13020109504982","1990",,,,,,,"2","950498",,,"Miller","201",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130205098011","1990",,,,,,,"1","9801",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1040,347,9,3,0,6,7,1,0,0,481,55,420,61,17,9,13,7,3,6
"G130205098012","1990",,,,,,,"2","9801",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",666,479,1,1,0,1,0,0,0,5,378,64,293,85,18,13,15,6,1,11
"G130205098021","1990",,,,,,,"1","9802",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",425,281,0,0,0,0,0,0,0,0,231,30,180,51,17,4,2,3,1,3
"G130205098022","1990",,,,,,,"2","9802",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",486,144,1,0,0,0,0,0,0,42,213,30,158,55,4,5,2,7,5,7
"G130205098031","1990",,,,,,,"1","9803",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",156,994,0,0,0,0,11,0,0,12,336,27,250,86,8,7,1,1,0,10
"G130205098032","1990",,,,,,,"2","9803",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",16,970,1,0,0,0,1,0,0,0,287,18,114,173,6,6,3,1,0,2
"G130205098033","1990",,,,,,,"3","9803",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",130,873,0,0,0,0,14,0,0,0,296,17,132,164,7,1,2,5,1,1
"G130205098041","1990",,,,,,,"1","9804",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",824,241,0,4,0,7,0,0,0,0,371,25,305,66,6,6,6,1,1,5
"G130205098042","1990",,,,,,,"2","9804",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",566,730,1,0,0,2,0,0,0,1,473,46,280,193,20,8,1,3,0,14
"G130205098043","1990",,,,,,,"3","9804",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",668,576,12,4,0,10,0,0,0,0,448,33,315,133,13,4,1,5,0,10
"G130205098044","1990",,,,,,,"4","9804",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",779,376,0,2,0,10,2,0,0,12,408,41,314,94,14,9,5,8,4,1
"G130205098051","1990",,,,,,,"1","9805",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",767,426,0,0,0,6,1,0,1,0,395,39,300,95,8,3,0,6,2,20
"G130205098061","1990",,,,,,,"1","9806",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",92,1010,0,0,0,0,0,0,0,12,371,30,257,114,6,5,4,0,0,15
"G130205098062","1990",,,,,,,"2","9806",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",155,1725,0,0,0,1,0,0,0,0,545,34,334,211,11,12,4,7,0,0
"G130205098063","1990",,,,,,,"3","9806",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",1059,140,6,1,0,6,0,0,0,10,443,33,349,94,5,6,3,7,5,7
"G130205098064","1990",,,,,,,"4","9806",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",726,67,7,0,0,8,0,1,0,1,365,31,223,142,9,8,2,1,0,11
"G130205098071","1990",,,,,,,"1","9807",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",973,168,2,0,0,3,0,0,0,36,421,60,287,134,31,4,0,16,5,4
"G130205098072","1990",,,,,,,"2","9807",,,"Mitchell","205",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",810,64,11,0,0,16,0,0,0,14,336,32,251,85,4,7,2,4,0,15
"G130207005011","1990",,,,,,,"1","0501",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",876,930,1,13,0,1,0,0,0,1,665,47,413,252,23,3,17,1,0,3
"G130207005012","1990",,,,,,,"2","0501",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1739,347,3,5,0,0,0,1,1,2,710,179,583,127,21,12,6,114,0,26
"G130207005013","1990",,,,,,,"3","0501",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",1590,486,0,7,1,1,0,0,0,1,708,59,503,205,40,1,3,6,0,9
"G130207005021","1990",,,,,,,"1","0502",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1133,347,10,5,0,15,1,2,2,22,488,65,266,222,33,4,0,3,0,25
"G130207005022","1990",,,,,,,"2","0502",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",779,152,0,1,0,0,1,0,0,1,362,32,273,89,11,9,1,4,0,7
"G130207005023","1990",,,,,,,"3","0502",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",649,1874,2,0,0,0,6,0,0,0,863,49,556,307,16,2,3,2,0,26
"G13020700503981","1990",,,,,,,"1","050398",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1830,562,14,2,0,14,7,0,0,3,834,66,690,144,11,4,22,7,1,21
"G13020700503982","1990",,,,,,,"2","050398",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",451,393,2,0,0,3,0,0,0,0,294,23,225,69,2,2,0,2,0,17
"G13020700503983","1990",,,,,,,"3","050398",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",2499,299,4,3,0,9,1,0,0,1,911,43,841,70,13,15,4,2,0,9
"G13020700504981","1990",,,,,,,"1","050498",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"G13020700504983","1990",,,,,,,"3","050498",,,"Monroe","207",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",5,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
"G130209095011","1990",,,,,,,"1","9501",,,"Montgomery","209",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",542,25,0,0,0,1,0,0,0,8,232,37,196,36,6,4,1,1,0,25
"G130209095012","1990",,,,,,,"2","9501",,,"Montgomery","209",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",517,86,0,1,0,1,0,0,0,0,227,34,170,57,4,1,0,8,0,21
"G130209095021","1990",,,,,,,"1","9502",,,"Montgomery","209",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",655,242,0,4,1,0,0,0,1,18,349,51,268,81,10,3,3,3,2,30
"G130209095022","1990",,,,,,,"2","9502",,,"Montgomery","209",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",799,876,2,4,0,5,1,0,0,48,527,56,364,163,4,6,3,4,4,35
"G130209095023","1990",,,,,,,"3","9502",,,"Montgomery","209",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",1101,314,1,2,0,5,2,0,0,20,467,75,284,183,27,3,2,2,1,40
"G130209095031","1990",,,,,,,"1","9503",,,"Montgomery","209",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",685,317,0,0,0,2,0,0,0,11,388,45,311,77,8,3,1,9,1,23
"G130209095032","1990",,,,,,,"2","9503",,,"Montgomery","209",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",682,163,1,1,0,3,0,1,1,14,303,94,255,48,32,1,3,22,0,36
"G130211098011","1990",,,,,,,"1","9801",,,"Morgan","211",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1319,483,1,2,0,16,5,0,0,4,602,53,508,94,8,6,1,13,0,25
"G130211098021","1990",,,,,,,"1","9802",,,"Morgan","211",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",576,296,1,1,0,3,0,0,0,3,295,26,217,78,1,4,1,0,0,20
"G130211098022","1990",,,,,,,"2","9802",,,"Morgan","211",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1161,234,3,5,0,2,0,0,0,0,479,26,398,81,3,2,8,2,0,11
"G130211098031","1990",,,,,,,"1","9803",,,"Morgan","211",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",899,546,2,5,0,18,11,0,0,2,531,43,391,140,9,5,2,0,0,27
"G130211098032","1990",,,,,,,"2","9803",,,"Morgan","211",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",385,1272,0,0,0,7,2,0,0,0,533,28,351,182,1,1,1,1,1,23
"G130211098033","1990",,,,,,,"3","9803",,,"Morgan","211",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",1183,143,1,5,0,7,5,0,0,14,486,42,339,147,20,4,1,3,0,14
"G130211098034","1990",,,,,,,"4","9803",,,"Morgan","211",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",789,788,1,7,0,3,0,0,0,5,565,39,446,119,13,1,7,5,0,13
"G130211098041","1990",,,,,,,"1","9804",,,"Morgan","211",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1275,405,2,1,0,2,0,0,0,0,568,127,462,106,8,6,10,79,1,23
"G130211098051","1990",,,,,,,"1","9805",,,"Morgan","211",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",706,269,0,0,0,4,0,1,0,3,340,31,249,91,2,4,1,9,3,12
"G130213099011","1990",,,,,,,"1","9901",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1369,0,1,0,0,5,0,0,0,0,505,60,405,100,21,1,2,15,0,21
"G130213099012","1990",,,,,,,"2","9901",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1465,0,3,1,0,15,0,0,0,1,544,56,431,113,21,2,1,4,0,28
"G13021309902981","1990",,,,,,,"1","990298",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1728,0,6,0,0,3,0,0,0,0,626,53,524,102,6,6,2,18,0,21
"G13021309902982","1990",,,,,,,"2","990298",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1408,4,0,7,0,4,0,0,0,1,500,53,411,89,34,3,0,0,0,16
"G13021309902983","1990",,,,,,,"3","990298",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",1907,0,1,14,0,16,0,1,0,14,685,65,433,252,21,2,19,2,0,21
"G130213099031","1990",,,,,,,"1","9903",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1290,0,7,3,0,4,0,0,0,4,477,60,367,110,19,9,2,12,0,18
"G130213099032","1990",,,,,,,"2","9903",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1052,1,0,10,0,3,0,0,0,0,412,36,249,163,14,5,0,6,0,11
"G130213099033","1990",,,,,,,"3","9903",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",1964,9,7,5,1,18,0,0,1,0,745,26,404,341,14,2,3,0,0,7
"G130213099034","1990",,,,,,,"4","9903",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",1653,1,1,0,0,3,0,0,0,1,615,31,422,193,7,8,2,0,0,14
"G130213099035","1990",,,,,,,"5","9903",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 5",1510,0,2,0,0,1,0,0,0,0,519,43,411,108,15,13,1,0,0,14
"G130213099036","1990",,,,,,,"6","9903",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 6",1474,1,1,4,0,1,0,0,0,0,527,88,420,107,16,8,12,23,0,29
"G130213099041","1990",,,,,,,"1","9904",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1008,16,0,0,0,2,0,0,0,2,379,24,214,165,8,5,3,0,0,8
"G130213099042","1990",,,,,,,"2","9904",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1030,1,7,0,0,1,0,0,2,6,406,21,260,146,3,7,2,1,0,8
"G130213099043","1990",,,,,,,"3","9904",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",1166,6,1,0,0,2,0,0,0,0,428,36,299,129,13,5,3,1,0,14
"G130213099044","1990",,,,,,,"4","9904",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",1055,0,1,3,0,1,0,0,0,0,378,52,314,64,30,6,2,0,0,14
"G130213099045","1990",,,,,,,"5","9904",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 5",1795,0,0,4,0,3,0,0,0,3,572,27,530,42,5,12,3,1,0,6
"G130213099051","1990",,,,,,,"1","9905",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",1715,2,5,3,0,1,0,0,0,9,603,77,529,74,16,26,3,2,0,30
"G130213099052","1990",,,,,,,"2","9905",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1283,0,0,0,0,1,0,0,0,7,442,36,400,42,8,8,2,1,0,17
"G13021309906932","1990",,,,,,,"2","990693",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13021309906942","1990",,,,,,,"2","990694",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13021309906952","1990",,,,,,,"2","990695",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13021309906962","1990",,,,,,,"2","990696",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13021309906972","1990",,,,,,,"2","990697",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G13021309906982","1990",,,,,,,"2","990698",,,"Murray","213",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130215000011","1990",,,,,,,"1","0001",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",280,56,0,7,0,0,0,0,0,0,286,62,12,274,33,17,8,0,0,4
"G130215000012","1990",,,,,,,"2","0001",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",6,5,0,0,0,0,0,0,0,0,6,1,0,6,1,0,0,0,0,0
"G130215000021","1990",,,,,,,"1","0002",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",1154,51,3,14,1,13,2,0,0,1,497,23,358,139,8,4,7,0,0,4
"G130215000022","1990",,,,,,,"2","0002",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",1337,32,3,4,1,13,0,1,0,4,611,19,536,75,5,6,3,0,0,5
"G130215000031","1990",,,,,,,"1","0003",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",25,221,0,0,0,0,4,0,0,1,97,12,43,54,8,0,2,0,0,2
"G130215000032","1990",,,,,,,"2","0003",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",22,296,0,0,0,3,1,0,0,0,119,19,37,82,17,0,0,0,0,2
"G130215000033","1990",,,,,,,"3","0003",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",118,329,0,0,0,0,0,0,0,1,176,26,55,121,17,0,4,0,0,5
"G130215000041","1990",,,,,,,"1","0004",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",1320,13,4,17,0,14,0,0,1,3,518,11,413,105,4,2,3,1,0,1
"G130215000042","1990",,,,,,,"2","0004",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",947,6,4,1,0,8,0,0,0,2,392,9,332,60,2,5,0,0,0,2
"G130215000043","1990",,,,,,,"3","0004",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",815,5,5,11,0,3,0,0,0,1,345,11,304,41,5,5,0,0,0,1
"G130215000051","1990",,,,,,,"1","0005",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",715,23,0,1,0,3,0,0,3,6,296,43,108,188,22,4,7,0,0,10
"G130215000052","1990",,,,,,,"2","0005",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",412,1,0,0,0,1,0,0,0,0,192,14,94,98,3,2,1,0,0,8
"G130215000053","1990",,,,,,,"3","0005",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",610,11,2,0,0,2,0,0,0,0,260,29,98,162,19,1,1,0,0,8
"G130215000061","1990",,,,,,,"1","0006",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",380,27,1,1,0,5,1,0,0,0,178,19,66,112,6,3,0,2,0,8
"G130215000062","1990",,,,,,,"2","0006",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",540,75,0,1,0,3,1,0,0,0,263,18,132,131,8,5,1,0,0,4
"G130215000081","1990",,,,,,,"1","0008",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",427,57,6,0,0,1,0,0,0,0,216,30,152,64,21,4,0,1,0,4
"G130215000082","1990",,,,,,,"2","0008",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",859,19,1,3,0,2,0,0,0,0,395,20,243,152,9,4,3,1,0,3
"G130215000083","1990",,,,,,,"3","0008",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",619,7,5,5,0,5,0,0,0,3,340,30,169,171,18,1,2,1,0,8
"G130215000084","1990",,,,,,,"4","0008",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 4",59,240,0,0,0,0,0,0,0,0,131,18,48,83,12,0,1,0,0,5
"G130215000091","1990",,,,,,,"1","0009",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",1277,219,4,29,3,44,0,0,7,18,781,46,198,583,35,3,5,2,0,1
"G130215000092","1990",,,,,,,"2","0009",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",421,3,5,0,1,3,0,0,0,6,208,11,159,49,2,4,2,0,0,3
"G130215000093","1990",,,,,,,"3","0009",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",712,89,2,1,0,9,0,0,0,4,213,19,113,100,5,7,3,1,0,3
"G130215000101","1990",,,,,,,"1","0010",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",1628,133,4,15,2,8,0,0,3,15,760,42,430,330,23,9,2,2,0,6
"G130215000102","1990",,,,,,,"2","0010",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",853,17,0,4,0,5,0,0,0,10,373,18,265,108,4,8,4,0,0,2
"G130215000103","1990",,,,,,,"3","0010",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",1175,42,1,18,1,25,1,0,1,9,495,21,375,120,7,7,2,1,0,4
"G130215000111","1990",,,,,,,"1","0011",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",1084,3,0,2,0,11,0,0,0,4,431,12,413,18,1,7,0,3,0,1
"G130215000112","1990",,,,,,,"2","0011",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",815,24,0,4,0,3,0,0,0,0,388,18,341,47,3,10,1,0,0,4
"G130215000113","1990",,,,,,,"3","0011",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",779,2,0,0,0,6,0,0,0,3,354,18,261,93,11,1,0,2,0,4
"G130215000121","1990",,,,,,,"1","0012",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",1070,58,2,11,0,11,0,0,0,14,616,38,228,388,24,5,2,1,0,6
"G130215000122","1990",,,,,,,"2","0012",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",464,9,0,3,1,1,0,0,0,0,241,21,179,62,6,5,6,0,0,4
"G130215000123","1990",,,,,,,"3","0012",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",938,54,4,1,0,9,0,0,0,3,551,56,243,308,27,8,8,6,0,7
"G130215000124","1990",,,,,,,"4","0012",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 4",705,57,1,2,0,20,1,0,0,2,494,40,156,338,29,3,2,0,0,6
"G130215000131","1990",,,,,,,"1","0013",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",108,571,1,0,0,3,0,0,0,0,312,25,82,230,12,2,6,1,0,4
"G130215000132","1990",,,,,,,"2","0013",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",65,411,0,0,0,0,0,0,0,0,236,74,66,170,17,3,16,0,0,38
"G130215000141","1990",,,,,,,"1","0014",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",524,54,2,1,0,2,1,0,0,1,278,28,97,181,16,3,3,2,0,4
"G130215000142","1990",,,,,,,"2","0014",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",188,24,1,0,0,2,0,0,0,4,101,9,49,52,4,1,2,0,0,2
"G130215000143","1990",,,,,,,"3","0014",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",134,242,0,0,0,9,0,0,0,0,216,105,9,207,38,1,2,0,0,64
"G130215000144","1990",,,,,,,"4","0014",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 4",386,781,2,4,0,5,11,0,0,2,461,33,83,378,17,2,14,0,0,0
"G130215000151","1990",,,,,,,"1","0015",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",209,360,0,2,0,0,11,0,0,0,234,47,68,166,12,1,30,0,0,4
"G130215000152","1990",,,,,,,"2","0015",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",233,230,0,0,0,0,1,0,0,0,69,29,19,50,2,0,0,0,0,27
"G130215000153","1990",,,,,,,"3","0015",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",11,20,0,0,0,0,8,0,0,0,13,2,0,13,0,0,2,0,0,0
"G130215000154","1990",,,,,,,"4","0015",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 4",15,126,0,1,0,0,1,0,0,2,49,13,9,40,8,0,4,0,0,1
"G130215000161","1990",,,,,,,"1","0016",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",402,1100,2,3,0,0,16,0,1,0,503,32,58,445,25,1,5,0,0,1
"G130215000162","1990",,,,,,,"2","0016",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",85,256,5,0,0,0,0,0,1,0,160,22,36,124,14,1,3,0,0,4
"G130215000163","1990",,,,,,,"3","0016",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",418,100,1,0,0,2,0,0,0,2,197,22,62,135,8,0,0,1,0,13
"G130215000164","1990",,,,,,,"4","0016",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 4",268,231,0,0,0,0,1,0,3,0,196,16,71,125,9,1,4,0,0,2
"G130215000165","1990",,,,,,,"5","0016",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 5",36,294,1,0,0,0,0,0,0,0,116,16,13,103,8,0,6,0,0,2
"G130215000166","1990",,,,,,,"6","0016",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 6",154,84,0,0,0,2,0,0,0,2,65,30,4,61,28,0,1,1,0,0
"G130215000181","1990",,,,,,,"1","0018",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",427,208,0,0,0,1,1,0,0,1,277,31,83,194,27,1,1,1,0,1
"G130215000182","1990",,,,,,,"2","0018",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 2",470,65,1,4,0,2,0,0,0,2,243,38,94,149,24,3,6,0,0,5
"G130215000183","1990",,,,,,,"3","0018",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 3",109,39,0,3,0,1,0,0,0,0,64,14,13,51,9,1,2,0,0,2
"G130215000184","1990",,,,,,,"4","0018",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 4",192,30,0,0,0,2,0,0,0,1,101,17,34,67,1,1,14,0,0,1
"G130215000191","1990",,,,,,,"1","0019",,,"Muscogee","215",,"5","1800",,"9999","3","Georgia","13",,,,"BG 1",567,40,0,0,0,3,0,0,1,5,313,27,127,186,9,2,3,2,0,11
