GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,ANPSADPI,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010,ESN001,ESN002,ES1001,ES1002,ETQ001,ETQ002,ETQ003,ETQ004,ETQ005,ETQ006
"G13006300405033","1990",,,,,,,"3","040503",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1735,728,11,101,6,20,7,1,1,11,897,130,360,537,112,11,2,3,0,2
"G13006300405034","1990",,,,,,,"4","040503",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1262,367,11,98,0,26,3,1,5,27,775,77,188,587,63,3,8,1,0,2
"G13006300405041","1990",,,,,,,"1","040504",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1262,3487,2,76,6,25,18,0,0,23,2533,464,83,2450,413,20,10,4,0,17
"G13006300405042","1990",,,,,,,"2","040504",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",752,642,1,1,1,2,0,0,0,6,466,20,427,39,4,13,0,1,0,2
"G13006300405043","1990",,,,,,,"3","040504",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1669,1400,33,85,1,29,15,0,9,9,1264,109,629,635,81,17,8,1,0,2
"G13006300405044","1990",,,,,,,"4","040504",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",474,1313,0,14,1,10,3,0,0,1,621,26,507,114,4,20,1,0,0,1
"G13006300405052","1990",,,,,,,"2","040505",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1575,817,6,68,9,13,8,0,4,14,1088,138,421,667,122,8,4,1,0,3
"G13006300405053","1990",,,,,,,"3","040505",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",734,455,1,31,7,6,4,0,0,7,397,18,364,33,3,13,0,0,0,2
"G13006300405054","1990",,,,,,,"4","040505",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",522,386,2,30,0,18,4,0,0,3,314,11,287,27,0,9,0,0,0,2
"G13006300405055","1990",,,,,,,"5","040505",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1111,531,6,73,5,17,1,0,9,7,570,23,526,44,2,18,1,1,0,1
"G13006300405056","1990",,,,,,,"6","040505",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1478,368,1,47,2,34,0,0,0,13,636,28,557,79,10,11,3,0,1,3
"G13006300405062","1990",,,,,,,"2","040506",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",2141,710,11,62,4,30,2,0,0,37,1050,106,612,438,85,19,0,0,0,2
"G13006300405063","1990",,,,,,,"3","040506",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",2220,446,3,219,2,49,3,0,3,20,1103,125,582,521,74,40,6,1,0,4
"G13006300405064","1990",,,,,,,"4","040506",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1378,458,1,62,3,32,7,0,0,34,597,18,498,99,5,12,0,0,0,1
"G13006300405071","1990",,,,,,,"1","040507",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",3539,605,4,138,0,46,8,0,8,22,1416,133,927,489,93,27,11,0,0,2
"G13006300405072","1990",,,,,,,"2","040507",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",4306,774,6,90,6,85,11,0,5,39,1885,195,1363,522,109,65,10,1,4,6
"G13006300405073","1990",,,,,,,"3","040507",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",2293,248,14,74,0,32,2,1,0,17,1055,190,737,318,113,56,5,2,0,14
"G13006300405084","1990",,,,,,,"4","040508",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",5366,1124,17,174,9,137,6,0,1,69,2303,153,1901,402,31,97,13,4,0,8
"G13006300405085","1990",,,,,,,"5","040508",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",2953,594,4,93,4,28,3,0,0,48,1146,106,752,394,72,25,2,2,0,5
"G13006300406031","1990",,,,,,,"1","040603",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",174,198,0,0,0,0,0,0,0,0,141,9,95,46,5,0,1,1,0,2
"G13006300406032","1990",,,,,,,"2","040603",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",2104,115,9,18,0,22,3,0,0,6,837,178,694,143,101,25,5,1,0,46
"G13006300406033","1990",,,,,,,"3","040603",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1224,168,8,21,0,13,3,0,0,0,429,19,348,81,3,12,2,0,0,2
"G13006300406034","1990",,,,,,,"4","040603",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",598,36,3,4,0,2,0,0,0,0,202,8,185,17,1,3,0,0,0,4
"G13006300406035","1990",,,,,,,"5","040603",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1366,160,7,52,0,12,0,0,1,5,493,20,467,26,3,12,1,2,0,2
"G13006300406036","1990",,,,,,,"6","040603",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1228,95,4,13,0,5,0,0,0,4,453,24,335,118,13,8,2,0,0,1
"G13006300406037","1990",,,,,,,"7","040603",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",1126,308,1,27,0,17,3,0,0,4,458,21,393,65,7,9,2,0,0,3
"G13006300406039","1990",,,,,,,"9","040603",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",485,34,0,4,0,4,1,0,0,0,165,12,140,25,1,6,0,0,0,5
"G13006300406042","1990",,,,,,,"2","040604",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",647,41,4,4,0,4,0,0,0,0,275,12,205,70,2,3,3,2,0,2
"G13006300406043","1990",,,,,,,"3","040604",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",2472,823,5,56,1,43,9,1,3,20,1210,107,530,680,78,22,1,0,0,6
"G13006300406044","1990",,,,,,,"4","040604",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",612,0,0,0,0,5,0,0,0,1,262,13,182,80,7,2,1,0,0,3
"G13006300406045","1990",,,,,,,"5","040604",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1943,227,6,42,0,34,3,0,2,16,906,112,369,537,77,13,4,3,0,15
"G13006300406046","1990",,,,,,,"6","040604",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1942,162,14,91,0,27,3,0,0,7,856,60,507,349,32,15,1,2,1,9
"G13006300406052","1990",,,,,,,"2","040605",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1652,509,5,29,0,30,7,0,0,1,759,26,477,282,9,12,1,0,0,4
"G13006300406053","1990",,,,,,,"3","040605",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",2814,94,5,34,0,29,0,0,0,1,963,29,923,40,2,16,2,0,0,9
"G13006300406054","1990",,,,,,,"4","040605",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",2236,276,6,30,0,41,0,0,4,13,820,14,774,46,5,6,1,0,0,2
"G13006300406055","1990",,,,,,,"5","040605",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1804,49,3,105,0,30,0,0,0,9,672,18,658,14,1,12,1,1,0,3
"G13006300406061","1990",,,,,,,"1","040606",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",347,26,0,2,0,0,0,0,0,1,123,6,115,8,0,1,1,0,0,4
"G13006300406063","1990",,,,,,,"3","040606",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",589,348,3,0,0,3,4,1,0,4,128,32,107,21,6,22,4,0,0,0
"G13006300406071","1990",,,,,,,"1","040607",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1557,177,9,25,0,17,0,0,0,16,578,18,512,66,2,14,0,0,0,2
"G13006300406072","1990",,,,,,,"2","040607",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",3096,253,8,63,0,50,0,0,0,14,1136,42,1043,93,6,19,0,0,0,17
"G13006300406073","1990",,,,,,,"3","040607",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",2108,180,1,23,0,27,0,0,0,20,724,36,607,117,7,16,0,0,0,13
"G13006300406081","1990",,,,,,,"1","040608",,,"Clayton","063",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1345,30,7,8,0,13,0,0,0,0,454,29,427,27,3,14,1,1,0,10
"G130065097011","1990",,,,,,,"1","9701",,,"Clinch","065",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",802,95,2,1,0,27,1,0,0,7,308,35,245,63,3,0,0,2,2,28
"G130065097012","1990",,,,,,,"2","9701",,,"Clinch","065",,"5","9999",,"9999","3","Georgia","13",,,,"BG 2",1036,237,0,2,0,10,0,0,0,0,448,72,282,166,43,6,3,1,1,18
"G130065097013","1990",,,,,,,"3","9701",,,"Clinch","065",,"5","9999",,"9999","3","Georgia","13",,,,"BG 3",723,114,0,1,0,5,0,0,0,0,323,29,242,81,7,2,3,1,0,16
"G130065097014","1990",,,,,,,"4","9701",,,"Clinch","065",,"5","9999",,"9999","3","Georgia","13",,,,"BG 4",555,179,0,0,0,1,4,0,0,1,278,25,189,89,6,6,5,2,0,6
"G130065097015","1990",,,,,,,"5","9701",,,"Clinch","065",,"5","9999",,"9999","3","Georgia","13",,,,"BG 5",204,707,0,0,0,0,1,0,0,0,316,26,167,149,19,0,0,1,0,6
"G130065097016","1990",,,,,,,"6","9701",,,"Clinch","065",,"5","9999",,"9999","3","Georgia","13",,,,"BG 6",643,235,5,2,0,0,0,0,0,0,300,31,230,70,7,1,1,0,0,22
"G130065097021","1990",,,,,,,"1","9702",,,"Clinch","065",,"5","9999",,"9999","3","Georgia","13",,,,"BG 1",447,109,1,0,0,3,0,0,0,0,200,32,128,72,9,0,0,21,0,2
"G13006700301981","1990",,,,,,,"1","030198",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1293,20,0,19,0,13,0,0,0,17,548,103,326,222,75,25,1,0,0,2
"G13006700301982","1990",,,,,,,"2","030198",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1789,272,10,4,0,21,0,0,0,15,806,186,406,400,129,38,6,2,0,11
"G13006700301983","1990",,,,,,,"3","030198",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",862,0,2,1,5,5,0,0,0,0,325,58,270,55,6,31,1,2,0,18
"G13006700301984","1990",,,,,,,"4","030198",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",770,5,4,1,0,6,0,0,0,1,279,31,247,32,1,12,0,0,0,18
"G13006700301985","1990",,,,,,,"5","030198",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1064,18,2,3,0,5,0,0,0,0,382,26,355,27,0,21,1,0,0,4
"G13006700301986","1990",,,,,,,"6","030198",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1337,28,1,1,0,0,4,0,0,0,525,55,393,132,36,7,4,0,0,8
"G13006700301987","1990",,,,,,,"7","030198",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",826,23,0,31,0,17,2,0,0,3,302,16,265,37,3,8,5,0,0,0
"G13006700301988","1990",,,,,,,"8","030198",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",789,7,5,8,0,9,0,0,0,0,280,33,238,42,14,14,2,1,0,2
"G13006700301989","1990",,,,,,,"9","030198",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",1233,32,3,1,0,11,1,0,0,0,423,16,388,35,1,11,2,0,0,2
"G13006700302031","1990",,,,,,,"1","030203",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1264,41,0,14,0,12,0,0,0,5,481,17,448,33,3,11,0,0,0,3
"G13006700302032","1990",,,,,,,"2","030203",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",2552,55,8,9,0,33,2,0,1,4,872,46,776,96,8,24,5,0,0,9
"G13006700302033","1990",,,,,,,"3","030203",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1502,46,0,2,1,2,0,0,0,10,487,20,450,37,5,9,1,0,0,5
"G13006700302034","1990",,,,,,,"4","030203",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1134,14,3,9,0,8,0,0,0,0,385,10,351,34,0,6,2,0,0,2
"G13006700302035","1990",,,,,,,"5","030203",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",650,9,4,4,0,10,0,0,0,1,223,6,197,26,1,2,0,0,0,3
"G13006700302036","1990",,,,,,,"6","030203",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",455,132,0,8,0,3,2,0,0,0,187,8,174,13,1,5,2,0,0,0
"G13006700302037","1990",,,,,,,"7","030203",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",3744,162,5,36,0,42,3,1,2,7,1317,90,1254,63,5,66,10,1,0,8
"G13006700302038","1990",,,,,,,"8","030203",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",753,71,4,4,0,16,0,0,0,0,287,28,273,14,2,17,6,1,0,2
"G13006700302041","1990",,,,,,,"1","030204",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",7186,390,13,109,3,147,3,0,14,10,2570,129,2385,185,11,88,14,3,0,13
"G13006700302042","1990",,,,,,,"2","030204",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",434,2,3,1,0,1,0,0,0,1,149,9,124,25,2,3,0,0,0,4
"G13006700302043","1990",,,,,,,"3","030204",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",411,7,1,6,0,4,1,0,0,4,166,18,131,35,7,5,4,0,0,2
"G13006700302044","1990",,,,,,,"4","030204",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1793,149,3,33,1,26,0,0,0,5,676,22,598,78,3,12,3,0,0,4
"G13006700302045","1990",,,,,,,"5","030204",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",2638,107,6,41,0,20,1,1,0,9,1083,89,837,246,41,26,5,3,0,14
"G13006700302056","1990",,,,,,,"6","030205",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",2630,66,5,26,0,34,0,0,0,8,1076,134,808,268,45,48,7,5,0,29
"G13006700302057","1990",,,,,,,"7","030205",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",2311,157,4,68,0,48,2,0,0,15,1041,402,510,531,373,15,9,3,0,2
"G13006700302058","1990",,,,,,,"8","030205",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",322,34,1,6,0,5,0,0,0,0,124,5,82,42,0,1,0,1,0,3
"G13006700302059","1990",,,,,,,"9","030205",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",62,5,0,0,0,0,0,0,0,0,24,4,16,8,0,0,0,0,0,4
"G13006700302061","1990",,,,,,,"1","030206",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1137,4,2,10,2,6,1,0,0,0,383,41,357,26,1,34,1,0,0,5
"G13006700302062","1990",,,,,,,"2","030206",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",4152,99,14,62,1,36,0,0,1,27,1483,73,1277,206,15,49,1,1,0,7
"G13006700302063","1990",,,,,,,"3","030206",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",3304,126,5,37,0,39,5,0,6,26,1172,71,1033,139,22,40,5,0,0,4
"G13006700302066","1990",,,,,,,"6","030206",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",862,16,3,8,0,5,0,0,0,0,288,27,277,11,1,22,0,0,0,4
"G13006700302067","1990",,,,,,,"7","030206",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",1228,13,2,7,0,3,0,3,0,9,429,7,382,47,0,4,1,0,0,2
"G13006700302071","1990",,,,,,,"1","030207",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1525,69,6,10,0,8,0,0,0,10,608,49,553,55,22,18,0,1,0,8
"G13006700302072","1990",,,,,,,"2","030207",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",209,6,2,3,0,0,0,0,0,0,81,1,70,11,0,0,0,0,0,1
"G13006700302075","1990",,,,,,,"5","030207",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",2140,48,6,3,1,16,0,0,0,5,712,85,664,48,4,68,0,1,0,12
"G13006700302076","1990",,,,,,,"6","030207",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1375,32,1,8,0,6,0,0,0,6,480,38,447,33,1,30,2,0,0,5
"G13006700302077","1990",,,,,,,"7","030207",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",1790,17,3,0,0,6,0,0,0,0,604,31,577,27,5,16,2,1,0,7
"G13006700302078","1990",,,,,,,"8","030207",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",3594,97,1,27,0,22,0,0,0,7,1229,71,1153,76,2,60,1,3,0,5
"G13006700302079","1990",,,,,,,"9","030207",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",1504,53,4,15,0,9,2,0,0,0,533,30,494,39,3,20,1,1,0,5
"G13006700303024","1990",,,,,,,"4","030302",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",3314,90,5,44,1,44,0,1,1,9,1061,37,981,80,4,14,8,3,0,8
"G13006700303025","1990",,,,,,,"5","030302",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",6606,210,10,79,2,95,6,0,0,4,2201,108,2111,90,3,85,12,0,0,8
"G13006700303071","1990",,,,,,,"1","030307",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",537,4,1,3,0,6,0,0,0,4,184,2,153,31,0,2,0,0,0,0
"G13006700303072","1990",,,,,,,"2","030307",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",9268,236,16,108,2,113,8,1,3,27,2910,120,2782,128,8,86,14,3,0,9
"G13006700303073","1990",,,,,,,"3","030307",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",3385,96,8,48,0,62,0,0,0,14,1099,37,1014,85,2,32,0,1,0,2
"G13006700303096","1990",,,,,,,"6","030309",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1681,28,0,28,0,17,0,0,0,3,521,24,498,23,1,20,3,0,0,0
"G13006700303097","1990",,,,,,,"7","030309",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",3422,105,8,74,0,55,1,0,0,4,1213,45,1112,101,3,23,7,1,0,11
"G13006700303098","1990",,,,,,,"8","030309",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",2676,111,2,19,0,35,5,0,0,13,878,21,793,85,2,11,5,1,0,2
"G13006700303099","1990",,,,,,,"9","030309",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",1425,52,3,30,1,35,0,0,0,1,518,13,478,40,0,11,0,0,0,2
"G13006700303101","1990",,,,,,,"1","030310",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1080,32,6,28,1,16,0,0,0,4,456,92,229,227,77,9,5,0,0,1
"G13006700303102","1990",,,,,,,"2","030310",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",657,47,1,9,0,3,4,0,0,1,231,14,195,36,6,5,0,1,0,2
"G13006700303103","1990",,,,,,,"3","030310",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",931,14,0,10,0,9,0,0,0,2,300,13,258,42,1,11,0,0,0,1
"G13006700303104","1990",,,,,,,"4","030310",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1226,33,1,19,3,17,1,0,0,7,392,20,375,17,2,17,1,0,0,0
"G13006700303107","1990",,,,,,,"7","030310",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",1866,108,7,23,3,49,0,0,4,0,663,26,555,108,9,11,2,1,0,3
"G13006700303108","1990",,,,,,,"8","030310",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",1238,88,1,15,2,11,2,0,0,6,465,31,379,86,7,24,0,0,0,0
"G13006700303111","1990",,,,,,,"1","030311",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",915,16,0,23,0,10,4,0,0,8,340,10,295,45,0,8,0,0,0,2
"G13006700303113","1990",,,,,,,"3","030311",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1290,6,0,11,0,7,1,0,0,0,397,6,380,17,0,4,1,0,0,1
"G13006700303114","1990",,,,,,,"4","030311",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",729,12,1,11,0,13,3,0,0,0,238,4,211,27,1,2,0,0,0,1
"G13006700303118","1990",,,,,,,"8","030311",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",110,0,0,0,0,0,0,0,0,0,38,4,22,16,1,1,0,0,0,2
"G13006700303119","1990",,,,,,,"9","030311",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 9",2079,87,3,25,0,54,0,0,4,11,732,35,626,106,6,21,4,1,0,3
"G13006700303121","1990",,,,,,,"1","030312",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",2397,98,1,43,1,46,4,0,1,0,878,37,780,98,2,29,1,2,0,3
"G13006700303122","1990",,,,,,,"2","030312",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1271,24,4,43,0,19,0,0,0,0,446,10,363,83,3,4,0,1,0,2
"G13006700303123","1990",,,,,,,"3","030312",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",738,30,0,13,0,8,0,0,0,4,246,15,221,25,0,7,8,0,0,0
"G13006700303124","1990",,,,,,,"4","030312",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",366,8,1,12,0,1,0,0,0,2,150,16,128,22,1,12,1,0,0,2
"G13006700303125","1990",,,,,,,"5","030312",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",247,16,0,5,0,3,0,0,0,0,96,5,83,13,1,3,0,0,0,1
"G13006700303126","1990",,,,,,,"6","030312",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",605,23,0,11,0,1,0,0,0,0,222,7,207,15,0,3,3,1,0,0
"G13006700303131","1990",,,,,,,"1","030313",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",945,76,0,46,0,8,1,0,0,0,371,19,343,28,1,14,1,0,0,3
"G13006700303132","1990",,,,,,,"2","030313",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",776,27,5,32,0,15,0,0,0,1,293,8,251,42,2,2,0,1,0,3
"G13006700303133","1990",,,,,,,"3","030313",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1001,64,0,11,0,12,0,0,0,4,363,15,315,48,8,6,0,1,0,0
"G13006700303134","1990",,,,,,,"4","030313",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",341,13,0,13,0,9,0,0,0,0,154,7,126,28,1,4,2,0,0,0
"G13006700303135","1990",,,,,,,"5","030313",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",659,19,3,5,0,2,0,0,0,2,247,27,227,20,3,19,1,4,0,0
"G13006700303136","1990",,,,,,,"6","030313",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1922,82,5,15,0,9,0,0,0,0,668,17,581,87,2,9,1,0,0,5
"G13006700303141","1990",,,,,,,"1","030314",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",1047,24,1,18,0,15,0,0,0,7,380,19,339,41,2,11,2,0,0,4
"G13006700303142","1990",,,,,,,"2","030314",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",2092,64,2,12,0,42,1,0,3,2,694,21,647,47,4,13,1,0,0,3
"G13006700303143","1990",,,,,,,"3","030314",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1649,114,4,46,0,42,0,3,1,2,645,32,547,98,4,18,2,1,0,7
"G13006700303154","1990",,,,,,,"4","030315",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",1691,120,4,72,0,31,0,0,0,7,627,38,542,85,2,27,5,2,0,2
"G13006700303155","1990",,,,,,,"5","030315",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 5",1851,55,4,48,0,19,1,0,4,3,649,22,608,41,1,15,1,0,0,5
"G13006700303156","1990",,,,,,,"6","030315",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 6",1355,43,2,38,0,20,0,0,0,1,481,11,457,24,1,5,3,0,0,2
"G13006700303157","1990",,,,,,,"7","030315",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 7",1872,70,1,43,0,12,0,0,0,12,631,10,588,43,2,7,0,1,0,0
"G13006700303158","1990",,,,,,,"8","030315",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 8",1278,25,1,34,0,38,0,0,0,2,471,13,411,60,1,11,0,1,0,0
"G13006700303161","1990",,,,,,,"1","030316",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 1",2328,46,2,37,0,52,3,0,0,6,751,15,696,55,1,11,0,2,0,1
"G13006700303162","1990",,,,,,,"2","030316",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 2",1829,56,3,47,0,21,2,0,0,5,572,20,554,18,1,12,0,2,0,5
"G13006700303163","1990",,,,,,,"3","030316",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 3",1880,35,0,35,2,30,0,0,0,1,629,15,562,67,1,12,0,0,0,2
"G13006700303164","1990",,,,,,,"4","030316",,,"Cobb","067",,"5","0520",,"9999","3","Georgia","13",,,,"BG 4",866,48,0,10,0,15,0,0,0,2,305,16,279,26,2,13,0,0,0,1
