GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E1A001,E1A002,E1A003,E1A004,E1A005,E1A006,E1A007,E1A008,E1A009,E1A010
"G130261095024","1990",,,,,,"4","9502",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",1243,158,0,61,0,4,0,0,0,0
"G130261095031","1990",,,,,,"1","9503",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",590,901,0,0,0,0,0,0,0,0
"G130261095032","1990",,,,,,"2","9503",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",950,44,0,32,0,0,0,0,0,0
"G130261095033","1990",,,,,,"3","9503",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",107,850,0,0,0,0,0,0,0,0
"G130261095034","1990",,,,,,"4","9503",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",113,1010,0,0,0,38,7,0,0,0
"G130261095035","1990",,,,,,"5","9503",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",657,1504,0,0,0,0,0,0,0,0
"G130261095041","1990",,,,,,"1","9504",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",858,12,0,7,0,0,0,0,0,0
"G130261095042","1990",,,,,,"2","9504",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",459,764,1,0,0,21,3,0,0,0
"G130261095043","1990",,,,,,"3","9504",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",300,398,45,0,0,0,0,0,0,0
"G130261095051","1990",,,,,,"1","9505",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",535,579,0,0,0,0,0,0,0,0
"G130261095052","1990",,,,,,"2","9505",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1429,190,0,0,0,0,6,0,0,0
"G130261095053","1990",,,,,,"3","9505",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",774,406,0,0,0,0,0,0,0,0
"G130261095061","1990",,,,,,"1","9506",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",30,775,0,0,0,0,0,0,0,0
"G130261095062","1990",,,,,,"2","9506",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",550,251,0,0,0,0,0,0,0,0
"G130261095063","1990",,,,,,"3","9506",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",694,212,0,0,0,0,0,0,0,0
"G130261095071","1990",,,,,,"1","9507",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",713,462,0,39,0,0,0,0,0,0
"G130261095072","1990",,,,,,"2","9507",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1022,531,7,32,0,7,0,0,0,10
"G130261095073","1990",,,,,,"3","9507",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",389,556,4,0,0,8,0,0,0,18
"G130261095074","1990",,,,,,"4","9507",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",978,168,0,7,0,12,0,0,0,6
"G130261095081","1990",,,,,,"1","9508",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",710,258,0,0,0,0,0,0,0,0
"G130261095082","1990",,,,,,"2","9508",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",241,635,0,0,0,0,7,0,0,0
"G130261095083","1990",,,,,,"3","9508",,,"Sumter","261",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",404,429,12,0,0,0,44,0,0,14
"G13026309601981","1990",,,,,,"1","960198",,,"Talbot","263",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",420,526,0,0,0,0,0,0,0,0
"G13026309601982","1990",,,,,,"2","960198",,,"Talbot","263",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",593,839,0,0,0,0,4,0,0,0
"G130263096021","1990",,,,,,"1","9602",,,"Talbot","263",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",262,783,0,0,0,0,0,0,0,0
"G130263096022","1990",,,,,,"2","9602",,,"Talbot","263",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",409,893,3,0,0,4,0,0,0,0
"G130263096031","1990",,,,,,"1","9603",,,"Talbot","263",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",238,531,6,0,0,0,0,0,0,2
"G130263096032","1990",,,,,,"2","9603",,,"Talbot","263",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",478,491,0,0,0,42,0,0,0,0
"G130265099011","1990",,,,,,"1","9901",,,"Taliaferro","265",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",229,282,0,0,0,0,0,0,0,0
"G130265099021","1990",,,,,,"1","9902",,,"Taliaferro","265",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",188,508,0,0,0,0,8,0,0,0
"G130265099022","1990",,,,,,"2","9902",,,"Taliaferro","265",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",315,377,0,8,0,0,0,0,0,0
"G130267099011","1990",,,,,,"1","9901",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",422,48,0,0,0,0,0,0,0,0
"G130267099012","1990",,,,,,"2","9901",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",585,166,0,10,0,0,0,0,0,12
"G130267099013","1990",,,,,,"3","9901",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",624,13,0,0,0,0,0,0,0,0
"G130267099014","1990",,,,,,"4","9901",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",433,410,0,0,0,0,13,0,0,0
"G13026709902981","1990",,,,,,"1","990298",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",404,283,0,0,0,0,0,0,0,0
"G13026709902982","1990",,,,,,"2","990298",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",899,418,0,0,0,8,0,0,0,108
"G13026709902983","1990",,,,,,"3","990298",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",587,391,0,0,0,0,0,0,0,13
"G13026709902984","1990",,,,,,"4","990298",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",1404,326,0,0,15,11,0,0,0,30
"G13026709902985","1990",,,,,,"5","990298",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",997,1345,11,6,0,0,6,0,0,22
"G130267099031","1990",,,,,,"1","9903",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",830,106,0,0,0,0,8,0,0,0
"G130267099032","1990",,,,,,"2","9903",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",733,187,0,0,0,0,0,0,0,0
"G130267099033","1990",,,,,,"3","9903",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",834,124,6,0,0,0,0,0,0,0
"G130267099034","1990",,,,,,"4","9903",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",193,603,0,0,0,0,0,0,0,0
"G130267099041","1990",,,,,,"1","9904",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",704,41,0,0,0,13,0,0,0,0
"G130267099042","1990",,,,,,"2","9904",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",531,322,0,0,0,7,18,0,0,14
"G130267099043","1990",,,,,,"3","9904",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",622,103,0,6,0,5,0,0,0,52
"G130267099044","1990",,,,,,"4","9904",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",673,45,6,0,0,0,0,0,0,0
"G130267099045","1990",,,,,,"5","9904",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",602,197,0,0,0,0,0,0,0,117
"G13026709905983","1990",,,,,,"3","990598",,,"Tattnall","267",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",0,0,0,0,0,0,0,0,0,0
"G130269095011","1990",,,,,,"1","9501",,,"Taylor","269",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",739,383,0,0,0,6,0,0,0,6
"G130269095021","1990",,,,,,"1","9502",,,"Taylor","269",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",371,789,0,0,0,3,2,0,0,0
"G130269095022","1990",,,,,,"2","9502",,,"Taylor","269",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",827,397,2,3,0,0,0,0,2,0
"G130269095031","1990",,,,,,"1","9503",,,"Taylor","269",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",338,885,0,2,0,0,0,0,0,3
"G130269095032","1990",,,,,,"2","9503",,,"Taylor","269",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",516,752,0,0,0,0,0,0,0,0
"G130269095033","1990",,,,,,"3","9503",,,"Taylor","269",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",1011,72,0,0,0,0,1,0,0,0
"G130269095041","1990",,,,,,"1","9504",,,"Taylor","269",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",300,0,0,0,0,0,0,0,0,0
"G130269095042","1990",,,,,,"2","9504",,,"Taylor","269",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",211,21,0,0,0,0,0,0,0,0
"G130271095011","1990",,,,,,"1","9501",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",137,1241,0,0,0,0,0,0,0,0
"G130271095012","1990",,,,,,"2","9501",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",355,485,0,0,0,0,0,0,0,0
"G130271095013","1990",,,,,,"3","9501",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",1061,0,0,0,0,0,0,0,0,0
"G130271095014","1990",,,,,,"4","9501",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",780,63,0,0,0,0,0,0,0,0
"G130271095015","1990",,,,,,"5","9501",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",1016,356,0,0,0,0,0,0,0,8
"G130271095016","1990",,,,,,"6","9501",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",858,83,0,0,0,0,0,0,0,0
"G130271095021","1990",,,,,,"1","9502",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",671,160,0,0,0,0,0,0,0,0
"G130271095022","1990",,,,,,"2","9502",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",639,138,0,0,0,0,0,0,0,0
"G130271095031","1990",,,,,,"1","9503",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",561,366,3,0,0,0,0,0,0,0
"G130271095041","1990",,,,,,"1","9504",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",685,304,0,0,0,0,0,0,0,2
"G130271095042","1990",,,,,,"2","9504",,,"Telfair","271",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",432,592,0,0,0,0,2,0,0,2
"G130273098011","1990",,,,,,"1","9801",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",467,375,0,0,0,0,0,0,0,0
"G130273098021","1990",,,,,,"1","9802",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",476,572,0,0,0,0,0,0,0,0
"G130273098031","1990",,,,,,"1","9803",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",264,814,0,0,0,0,0,0,0,5
"G130273098032","1990",,,,,,"2","9803",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",61,470,0,0,0,0,0,0,0,0
"G130273098033","1990",,,,,,"3","9803",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",525,317,0,0,0,0,0,0,0,0
"G130273098034","1990",,,,,,"4","9803",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",135,1365,0,0,0,0,0,0,0,0
"G130273098041","1990",,,,,,"1","9804",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",815,332,0,0,0,10,0,0,0,0
"G130273098042","1990",,,,,,"2","9804",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",223,1064,0,0,0,7,0,0,0,0
"G130273098043","1990",,,,,,"3","9804",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",478,521,5,0,0,0,0,0,0,0
"G130273098051","1990",,,,,,"1","9805",,,"Terrell","273",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",798,551,3,0,0,0,0,0,0,0
"G130275096011","1990",,,,,,"1","9601",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",644,333,0,0,0,2,0,0,0,7
"G130275096012","1990",,,,,,"2","9601",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",272,441,0,0,0,2,14,0,0,29
"G130275096021","1990",,,,,,"1","9602",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1169,182,0,0,0,0,0,0,0,0
"G130275096022","1990",,,,,,"2","9602",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1161,102,0,0,0,12,0,0,0,0
"G130275096031","1990",,,,,,"1","9603",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",658,398,0,0,0,2,6,0,0,0
"G130275096032","1990",,,,,,"2","9603",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",583,310,0,0,0,0,0,0,0,0
"G130275096041","1990",,,,,,"1","9604",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",681,193,0,3,0,2,0,0,0,0
"G130275096042","1990",,,,,,"2","9604",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",844,322,25,0,0,0,0,0,0,0
"G130275096051","1990",,,,,,"1","9605",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1412,272,0,0,0,0,0,0,0,0
"G130275096052","1990",,,,,,"2","9605",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",951,458,0,5,0,0,0,0,0,0
"G130275096053","1990",,,,,,"3","9605",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",1153,0,6,0,0,12,0,0,0,0
"G130275096061","1990",,,,,,"1","9606",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1194,69,9,0,0,0,0,0,0,0
"G130275096062","1990",,,,,,"2","9606",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",992,48,0,0,0,0,0,0,0,0
"G130275096063","1990",,,,,,"3","9606",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",702,139,0,0,0,0,0,0,0,15
"G130275096064","1990",,,,,,"4","9606",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",676,426,6,16,10,4,0,0,0,0
"G130275096065","1990",,,,,,"5","9606",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",577,134,0,0,0,0,0,0,0,7
"G130275096071","1990",,,,,,"1","9607",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1017,98,0,0,0,0,0,0,0,30
"G130275096072","1990",,,,,,"2","9607",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",301,576,0,0,0,0,0,0,0,0
"G130275096073","1990",,,,,,"3","9607",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",372,867,0,0,0,0,0,0,0,0
"G130275096074","1990",,,,,,"4","9607",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",184,691,0,0,0,0,0,0,0,0
"G130275096075","1990",,,,,,"5","9607",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",26,746,0,0,0,0,0,0,0,0
"G130275096076","1990",,,,,,"6","9607",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",283,595,0,0,0,0,0,0,0,0
"G130275096081","1990",,,,,,"1","9608",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",705,149,0,0,0,4,0,0,0,0
"G130275096082","1990",,,,,,"2","9608",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",93,1049,0,0,0,8,0,0,0,0
"G130275096083","1990",,,,,,"3","9608",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",67,813,0,0,0,0,0,0,0,0
"G130275096084","1990",,,,,,"4","9608",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",0,1094,0,0,0,0,0,0,0,0
"G130275096085","1990",,,,,,"5","9608",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",647,697,0,0,0,15,0,0,0,0
"G130275096091","1990",,,,,,"1","9609",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",651,274,0,0,0,0,0,0,0,0
"G130275096092","1990",,,,,,"2","9609",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1250,386,0,0,0,0,0,0,0,62
"G130275096093","1990",,,,,,"3","9609",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",379,783,0,0,0,0,0,0,0,0
"G130275096101","1990",,,,,,"1","9610",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1186,27,0,0,0,6,0,0,0,37
"G130275096102","1990",,,,,,"2","9610",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",905,161,0,0,0,5,0,0,0,0
"G130275096103","1990",,,,,,"3","9610",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",801,373,23,0,0,42,0,0,0,0
"G130275096111","1990",,,,,,"1","9611",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",227,525,0,0,0,16,0,0,0,0
"G130275096112","1990",,,,,,"2","9611",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",628,376,0,0,0,0,1,0,0,0
"G130275096113","1990",,,,,,"3","9611",,,"Thomas","275",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",385,660,0,0,0,0,0,0,0,0
"G130277099011","1990",,,,,,"1","9901",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",899,205,0,0,0,0,9,0,0,0
"G130277099012","1990",,,,,,"2","9901",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1057,87,0,0,0,51,0,0,0,98
"G130277099021","1990",,,,,,"1","9902",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",806,155,0,0,0,0,0,0,0,0
"G130277099022","1990",,,,,,"2","9902",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1146,189,0,0,0,165,14,0,0,57
"G130277099031","1990",,,,,,"1","9903",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1542,87,0,18,0,0,0,0,0,8
"G130277099032","1990",,,,,,"2","9903",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",829,25,0,0,0,41,0,0,0,0
"G130277099033","1990",,,,,,"3","9903",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",491,37,0,70,0,72,0,0,0,26
"G130277099034","1990",,,,,,"4","9903",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",836,0,0,0,0,0,0,0,0,0
"G130277099035","1990",,,,,,"5","9903",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",833,103,0,0,0,0,0,0,0,0
"G130277099036","1990",,,,,,"6","9903",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",637,47,0,0,0,10,0,0,0,33
"G130277099041","1990",,,,,,"1","9904",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",882,0,0,0,0,0,0,0,0,0
"G130277099042","1990",,,,,,"2","9904",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",942,0,0,0,0,0,0,0,0,0
"G130277099043","1990",,,,,,"3","9904",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",496,243,0,18,0,0,0,0,0,0
"G130277099044","1990",,,,,,"4","9904",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",825,73,0,0,0,0,0,0,0,0
"G130277099045","1990",,,,,,"5","9904",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",1165,33,0,0,0,0,0,0,0,0
"G130277099046","1990",,,,,,"6","9904",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",600,119,0,0,0,0,0,0,0,6
"G130277099051","1990",,,,,,"1","9905",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1746,171,0,0,0,0,0,0,0,0
"G130277099052","1990",,,,,,"2","9905",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",1278,0,0,0,0,7,0,0,0,0
"G130277099061","1990",,,,,,"1","9906",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1005,369,0,6,0,0,0,0,0,11
"G130277099062","1990",,,,,,"2","9906",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",728,821,26,0,0,0,0,0,0,30
"G130277099063","1990",,,,,,"3","9906",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",65,1390,7,0,0,0,53,0,13,0
"G130277099064","1990",,,,,,"4","9906",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",18,1210,0,0,0,0,0,0,0,0
"G130277099071","1990",,,,,,"1","9907",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",220,665,0,0,0,7,0,0,0,53
"G130277099072","1990",,,,,,"2","9907",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",112,1221,0,11,0,0,0,0,0,14
"G130277099073","1990",,,,,,"3","9907",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",0,939,0,0,0,0,0,0,0,0
"G130277099074","1990",,,,,,"4","9907",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",1276,312,0,0,0,13,10,0,0,20
"G130277099081","1990",,,,,,"1","9908",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",946,0,0,7,0,107,0,0,0,74
"G130277099082","1990",,,,,,"2","9908",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",670,271,8,0,0,6,0,0,0,39
"G130277099091","1990",,,,,,"1","9909",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",604,432,0,0,0,7,0,0,0,45
"G130277099092","1990",,,,,,"2","9909",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",935,32,7,0,0,29,0,0,0,0
"G130277099093","1990",,,,,,"3","9909",,,"Tift","277",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",812,14,0,19,0,22,0,0,0,0
"G130279097011","1990",,,,,,"1","9701",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",754,311,0,0,0,61,0,0,0,0
"G130279097012","1990",,,,,,"2","9701",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",520,179,10,0,0,0,0,0,0,145
"G130279097013","1990",,,,,,"3","9701",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",245,815,16,0,0,41,0,0,0,105
"G130279097014","1990",,,,,,"4","9701",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",945,0,6,0,0,0,0,0,0,0
"G130279097021","1990",,,,,,"1","9702",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",937,54,0,0,0,0,0,0,0,0
"G130279097022","1990",,,,,,"2","9702",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",792,53,0,0,0,0,0,0,0,69
"G130279097023","1990",,,,,,"3","9702",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",727,50,0,0,0,0,0,0,0,0
"G130279097024","1990",,,,,,"4","9702",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",315,779,0,0,0,0,0,0,0,0
"G130279097025","1990",,,,,,"5","9702",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",265,742,7,0,0,0,0,0,0,0
"G130279097026","1990",,,,,,"6","9702",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 6",83,690,0,0,0,0,0,0,0,0
"G130279097031","1990",,,,,,"1","9703",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",1152,337,0,0,0,0,0,0,0,0
"G130279097032","1990",,,,,,"2","9703",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",262,620,0,0,0,0,0,0,0,0
"G130279097033","1990",,,,,,"3","9703",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",803,81,0,0,0,0,0,0,0,0
"G130279097034","1990",,,,,,"4","9703",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",773,0,0,0,0,10,0,0,0,0
"G130279097035","1990",,,,,,"5","9703",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",937,58,0,46,0,8,0,0,0,0
"G130279097041","1990",,,,,,"1","9704",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",592,99,0,7,0,0,0,0,0,0
"G130279097042","1990",,,,,,"2","9704",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",674,77,7,0,0,0,0,0,0,0
"G130279097043","1990",,,,,,"3","9704",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",903,36,14,7,0,6,0,0,0,0
"G130279097044","1990",,,,,,"4","9704",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",1132,158,0,31,0,0,0,0,0,0
"G130279097051","1990",,,,,,"1","9705",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",767,28,0,0,0,0,0,0,0,48
"G130279097052","1990",,,,,,"2","9705",,,"Toombs","279",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",977,138,0,3,0,0,0,0,0,0
