GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHHA,RES_TRSTA,BLCK_GRPA,TRACTA,CDA,C_CITYA,COUNTY,COUNTYA,CTY_SUBA,DIVISIONA,MSA_CMSAA,PLACEA,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,ZIPA,CD103A,ANPSADPI,E4T001,E4T002,E4T003,E4T004,E4T005,E4T006,E4T007,E4T008,E4T009,E4T010,E4T011,E4T012,E4T013,E4T014,E4T015,E4T016,E4T017,E4T018,E4T019,E4T020,E4T021,E4T022,E4T023,E4T024,E4T025
"G130015096073","1990",,,,,,"3","9607",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",23,35,23,48,25,33,38,37,22,27,49,11,42,11,14,30,12,3,17,0,50,20,4,4,0
"G130015096074","1990",,,,,,"4","9607",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",20,38,23,17,7,5,28,18,19,18,16,18,9,4,0,9,3,21,9,4,29,0,0,0,0
"G130015096075","1990",,,,,,"5","9607",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",74,84,20,13,19,7,17,18,0,0,6,6,8,5,8,0,0,0,8,0,0,9,0,11,0
"G130015096081","1990",,,,,,"1","9608",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",35,80,53,46,47,22,76,53,53,63,57,78,71,40,79,50,75,0,52,39,50,63,6,0,9
"G130015096082","1990",,,,,,"2","9608",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",19,19,66,13,48,45,25,31,11,21,74,8,16,35,7,40,24,8,0,34,17,7,0,0,0
"G130015096083","1990",,,,,,"3","9608",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",14,94,42,20,22,27,36,19,15,41,23,2,26,24,46,27,3,9,13,10,29,0,0,0,0
"G130015096084","1990",,,,,,"4","9608",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",19,16,8,44,19,37,15,8,33,19,31,7,10,30,23,0,10,25,0,8,8,7,9,0,0
"G130015096085","1990",,,,,,"5","9608",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",21,64,16,25,26,33,25,19,10,40,34,10,32,10,14,12,18,5,23,17,52,52,2,3,0
"G130015096091","1990",,,,,,"1","9609",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",6,31,18,4,18,9,0,28,30,27,0,21,12,0,35,0,7,8,22,36,35,20,11,0,13
"G130015096092","1990",,,,,,"2","9609",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",20,55,40,16,50,21,72,20,55,19,42,57,33,13,19,37,54,21,41,21,59,4,15,0,11
"G130015096093","1990",,,,,,"3","9609",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",13,18,10,18,10,15,55,0,14,25,15,24,8,14,19,13,15,8,29,29,12,22,4,0,0
"G130015096101","1990",,,,,,"1","9610",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",29,66,35,32,18,34,26,16,47,46,32,26,28,17,11,23,30,2,20,21,15,9,15,0,2
"G130015096102","1990",,,,,,"2","9610",,,"Bartow","015",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",28,33,11,26,27,25,22,17,18,31,15,25,20,26,15,6,15,8,21,15,36,1,7,0,0
"G130017096011","1990",,,,,,"1","9601",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",28,70,33,35,64,30,46,19,25,13,27,16,25,19,6,27,24,0,20,18,47,12,0,0,0
"G130017096021","1990",,,,,,"1","9602",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",38,25,35,48,40,18,29,27,14,0,32,34,6,31,6,5,0,4,4,6,32,7,0,0,0
"G130017096031","1990",,,,,,"1","9603",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",25,50,30,66,18,13,17,23,44,6,20,21,28,20,23,8,15,6,5,23,17,0,0,0,0
"G130017096032","1990",,,,,,"2","9603",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",10,80,19,12,31,35,48,20,6,16,7,6,8,9,12,0,6,0,20,0,0,0,9,0,6
"G130017096033","1990",,,,,,"3","9603",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",51,46,14,5,26,25,6,17,13,16,7,8,11,13,0,0,20,5,5,0,26,0,0,0,0
"G130017096034","1990",,,,,,"4","9603",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",38,25,22,13,15,26,8,7,32,0,30,15,0,9,14,8,7,6,0,15,0,0,0,0,0
"G130017096041","1990",,,,,,"1","9604",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",90,122,40,31,36,6,17,7,31,0,11,0,7,17,6,4,8,5,3,0,0,0,0,0,0
"G130017096042","1990",,,,,,"2","9604",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",49,57,11,15,11,5,0,11,5,6,0,5,7,0,25,0,0,10,0,6,10,10,0,0,0
"G130017096043","1990",,,,,,"3","9604",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",31,31,0,38,18,24,35,14,14,6,14,0,7,16,0,0,0,0,0,5,0,0,0,0,0
"G130017096044","1990",,,,,,"4","9604",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",62,55,20,16,19,12,22,39,18,19,13,0,0,10,6,0,0,0,0,5,17,0,0,0,0
"G130017096051","1990",,,,,,"1","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",15,33,7,0,0,33,10,0,45,7,25,0,25,9,0,17,14,0,16,54,95,21,16,0,8
"G130017096052","1990",,,,,,"2","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",21,33,50,27,18,7,31,7,6,8,33,0,5,14,0,7,0,21,15,15,6,5,0,4,12
"G130017096053","1990",,,,,,"3","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",115,70,52,24,29,34,24,36,18,19,7,8,0,0,0,11,10,5,11,7,16,5,0,0,0
"G130017096054","1990",,,,,,"4","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",12,104,22,49,30,5,25,0,6,0,4,0,12,4,0,0,0,0,9,0,0,0,0,0,0
"G130017096055","1990",,,,,,"5","9605",,,"Ben Hill","017",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 5",144,46,42,23,41,36,49,24,11,34,33,4,8,9,17,14,10,0,0,12,47,0,0,0,0
"G130019097011","1990",,,,,,"1","9701",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",34,20,6,17,36,28,4,3,8,7,31,23,26,3,10,6,0,0,9,3,5,23,0,0,2
"G130019097012","1990",,,,,,"2","9701",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",36,34,36,20,27,8,14,10,7,13,21,3,10,0,5,4,2,4,22,2,0,2,0,0,0
"G130019097021","1990",,,,,,"1","9702",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",58,86,22,14,17,12,18,23,17,14,19,5,12,12,16,21,6,3,27,8,2,6,0,0,2
"G130019097022","1990",,,,,,"2","9702",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",41,46,39,15,18,17,39,20,20,7,18,18,11,8,0,23,5,12,27,0,6,23,5,0,0
"G130019097031","1990",,,,,,"1","9703",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",90,69,24,27,18,13,0,29,21,29,0,0,23,16,19,6,19,0,19,12,0,10,0,5,0
"G130019097032","1990",,,,,,"2","9703",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",53,33,26,29,22,26,13,49,8,16,41,17,21,11,13,8,5,9,0,15,15,26,7,7,0
"G130019097041","1990",,,,,,"1","9704",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",7,16,6,17,16,12,5,5,11,13,14,7,11,5,6,0,5,0,0,0,0,6,0,0,0
"G130019097042","1990",,,,,,"2","9704",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",23,24,9,30,19,30,43,12,14,9,12,6,19,9,10,6,25,0,11,11,5,5,0,0,0
"G130019097043","1990",,,,,,"3","9704",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 3",78,49,26,5,23,30,42,34,21,8,8,16,11,11,8,0,0,0,22,0,12,6,0,9,6
"G130019097044","1990",,,,,,"4","9704",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 4",36,20,0,0,0,17,0,7,6,0,5,0,0,0,0,7,17,0,8,0,0,0,0,0,0
"G130019097051","1990",,,,,,"1","9705",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",46,71,36,59,41,8,9,27,13,22,23,0,14,0,11,0,4,8,7,8,14,0,0,0,0
"G130019097052","1990",,,,,,"2","9705",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",56,58,45,28,35,53,32,36,41,65,43,16,43,37,13,9,16,9,32,12,35,6,10,0,0
"G130019097061","1990",,,,,,"1","9706",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 1",60,36,30,24,35,21,13,17,20,27,9,25,16,10,9,10,11,9,2,4,10,1,7,0,0
"G130019097062","1990",,,,,,"2","9706",,,"Berrien","019",,"5","9999",,"9999","3","Georgia","13",,,,,"BG 2",33,32,27,23,33,22,22,10,30,15,6,12,4,7,0,0,3,0,11,9,2,2,0,0,0
"G130021001011","1990",,,,,,"1","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",113,91,43,9,19,0,5,0,0,6,0,23,0,0,11,0,12,0,0,0,0,0,0,0,0
"G130021001012","1990",,,,,,"2","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",90,49,38,11,19,27,7,6,15,0,0,0,7,19,6,11,0,6,0,9,6,0,0,0,5
"G130021001013","1990",,,,,,"3","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",41,109,0,10,23,9,0,0,9,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0
"G130021001014","1990",,,,,,"4","0101",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",21,75,27,7,7,15,32,13,6,8,0,8,7,18,0,0,0,0,7,0,0,0,0,0,0
"G130021001021","1990",,,,,,"1","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",9,50,6,7,22,0,0,8,23,0,14,5,0,0,0,0,0,6,0,7,6,0,0,0,9
"G130021001022","1990",,,,,,"2","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",73,83,47,29,5,20,37,7,0,5,11,22,10,0,0,0,0,0,29,5,15,5,0,0,0
"G130021001023","1990",,,,,,"3","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",31,49,34,7,11,10,0,15,6,0,5,12,5,0,0,5,0,0,0,5,0,0,0,5,5
"G130021001024","1990",,,,,,"4","0102",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",0,29,13,21,31,34,24,6,21,20,17,12,6,10,25,5,27,16,8,8,31,55,0,0,17
"G130021001031","1990",,,,,,"1","0103",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",83,25,25,8,15,0,74,10,0,0,12,0,14,10,8,0,8,0,0,6,0,0,0,0,0
"G130021001032","1990",,,,,,"2","0103",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",68,79,10,27,26,18,10,18,5,46,5,13,5,5,5,8,0,0,5,0,5,0,0,0,0
"G130021001041","1990",,,,,,"1","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",33,34,62,16,22,17,12,18,0,16,24,0,5,5,5,6,0,0,27,0,0,0,0,3,0
"G130021001042","1990",,,,,,"2","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",86,132,40,6,30,23,32,15,0,17,17,6,0,0,0,0,15,9,7,18,3,7,0,0,0
"G130021001043","1990",,,,,,"3","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",63,81,16,16,33,21,0,10,5,20,14,9,0,6,0,5,0,13,11,0,0,11,0,0,0
"G130021001044","1990",,,,,,"4","0104",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",101,89,62,12,35,13,34,43,14,8,7,13,0,11,0,0,0,0,5,0,0,0,0,19,0
"G130021001051","1990",,,,,,"1","0105",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",0,9,0,4,0,6,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"G130021001052","1990",,,,,,"2","0105",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",130,100,20,14,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130021001053","1990",,,,,,"3","0105",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",187,90,26,34,15,6,9,6,7,0,12,0,7,0,0,0,4,13,0,0,0,0,0,0,0
"G130021001061","1990",,,,,,"1","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",140,41,26,21,12,5,33,0,0,18,8,0,6,7,0,0,6,7,8,0,12,31,6,6,0
"G130021001062","1990",,,,,,"2","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",137,149,31,18,8,6,0,4,0,20,0,5,14,0,0,8,0,2,0,0,4,23,0,0,0
"G130021001063","1990",,,,,,"3","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",110,46,24,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"G130021001064","1990",,,,,,"4","0106",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",23,26,0,0,9,15,6,0,0,22,0,0,0,0,0,5,8,0,0,9,0,0,0,0,0
"G130021001071","1990",,,,,,"1","0107",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",94,111,13,0,13,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130021001072","1990",,,,,,"2","0107",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130021001073","1990",,,,,,"3","0107",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",15,13,0,16,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130021001081","1990",,,,,,"1","0108",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",52,15,30,0,30,12,30,11,15,0,0,20,0,8,7,6,11,0,0,10,15,21,0,0,7
"G130021001082","1990",,,,,,"2","0108",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",51,50,15,0,18,16,0,6,18,4,0,35,0,0,0,0,5,0,0,15,26,6,0,8,5
"G130021001083","1990",,,,,,"3","0108",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",102,83,12,9,29,13,18,5,7,7,20,0,10,4,0,7,0,5,7,7,16,6,5,0,17
"G130021001101","1990",,,,,,"1","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",21,12,12,32,6,10,47,19,27,19,0,9,23,0,0,0,0,0,11,0,0,13,0,0,0
"G130021001102","1990",,,,,,"2","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",35,60,8,12,0,26,35,40,40,17,13,20,19,9,0,6,0,0,5,0,9,21,23,0,28
"G130021001103","1990",,,,,,"3","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",11,0,0,9,8,0,10,9,20,13,8,0,0,10,20,0,30,11,31,30,15,45,53,18,42
"G130021001104","1990",,,,,,"4","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",17,0,16,34,15,18,0,15,0,25,15,8,0,0,26,16,8,0,30,16,25,0,10,0,10
"G130021001105","1990",,,,,,"5","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",116,134,21,30,7,0,35,20,0,32,0,13,12,0,0,0,0,0,0,0,12,0,0,0,12
"G130021001106","1990",,,,,,"6","0110",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 6",0,19,39,27,38,31,43,10,59,41,9,19,4,12,12,0,10,20,10,13,65,0,17,0,0
"G130021001111","1990",,,,,,"1","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",94,65,7,17,0,39,10,14,21,0,0,14,9,0,0,0,0,0,0,0,0,0,0,0,0
"G130021001112","1990",,,,,,"2","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",103,135,29,13,51,0,47,0,0,8,5,17,17,0,0,0,4,6,14,0,0,0,0,10,0
"G130021001113","1990",,,,,,"3","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",60,41,31,55,55,5,11,35,21,20,0,0,21,0,5,0,4,0,0,0,6,0,0,0,0
"G130021001114","1990",,,,,,"4","0111",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",35,50,21,16,15,19,26,17,25,5,0,10,24,7,0,0,0,6,0,10,11,0,0,0,0
"G130021001121","1990",,,,,,"1","0112",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",56,68,15,35,23,24,14,6,7,11,0,16,6,0,0,0,16,0,0,8,0,0,0,0,0
"G130021001122","1990",,,,,,"2","0112",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",147,141,40,14,7,0,0,0,18,17,0,9,0,0,6,0,0,11,0,0,11,0,0,0,0
"G130021001131","1990",,,,,,"1","0113",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",147,49,27,23,25,20,13,0,46,0,4,9,6,0,0,0,11,13,9,0,0,0,0,0,0
"G130021001132","1990",,,,,,"2","0113",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"G130021001141","1990",,,,,,"1","0114",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",41,38,11,0,0,6,7,3,13,0,0,0,13,0,3,0,6,4,0,0,6,0,0,0,0
"G130021001142","1990",,,,,,"2","0114",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",41,0,9,12,6,0,0,12,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"G130021001151","1990",,,,,,"1","0115",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",49,58,5,30,19,50,7,5,12,11,7,0,11,6,6,0,13,0,5,8,0,0,0,0,0
"G130021001152","1990",,,,,,"2","0115",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",105,73,40,12,8,6,0,27,0,8,13,14,0,0,14,0,0,6,0,9,0,0,0,7,0
"G130021001153","1990",,,,,,"3","0115",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",33,41,5,20,6,0,0,17,0,0,7,0,0,0,0,0,6,6,0,9,0,0,0,0,0
"G13002100117011","1990",,,,,,"1","011701",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",9,14,9,0,13,13,21,19,13,21,25,22,7,20,21,0,27,12,35,33,14,40,16,5,9
"G13002100117012","1990",,,,,,"2","011701",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",5,75,9,25,16,33,20,17,23,21,50,10,41,10,27,27,36,0,29,11,34,15,9,0,0
"G13002100117021","1990",,,,,,"1","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",31,17,12,37,6,20,5,4,10,13,0,0,6,0,0,0,5,0,10,11,30,11,0,0,0
"G13002100117022","1990",,,,,,"2","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",28,44,22,11,36,5,11,4,0,15,0,25,12,0,11,13,7,6,0,5,5,0,0,0,0
"G13002100117023","1990",,,,,,"3","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",43,43,23,13,4,5,0,21,15,5,6,5,0,10,7,0,0,5,14,17,5,12,12,0,0
"G13002100117024","1990",,,,,,"4","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",27,54,10,11,18,17,18,0,11,20,0,18,16,8,0,0,15,12,14,8,29,0,0,0,0
"G13002100117025","1990",,,,,,"5","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",60,14,21,32,7,29,11,22,16,19,13,17,21,3,39,21,14,0,39,5,19,20,6,0,0
"G13002100117026","1990",,,,,,"6","011702",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 6",20,31,13,10,14,28,0,22,0,5,8,6,11,20,17,19,9,0,0,15,51,17,11,5,6
"G130021001181","1990",,,,,,"1","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",30,81,29,9,8,0,13,9,7,17,0,13,0,36,0,10,0,0,5,0,50,0,0,0,0
"G130021001182","1990",,,,,,"2","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",18,0,19,37,14,13,23,12,0,10,10,13,24,0,15,26,8,0,0,0,0,0,10,0,0
"G130021001183","1990",,,,,,"3","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",28,33,13,0,0,0,8,17,8,0,0,13,17,30,19,22,0,17,49,7,31,36,0,11,63
"G130021001184","1990",,,,,,"4","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",33,41,26,42,17,28,0,35,20,17,0,8,11,0,21,26,22,0,8,26,15,15,9,7,0
"G130021001185","1990",,,,,,"5","0118",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",9,21,6,8,32,13,7,0,8,0,39,13,18,14,6,0,19,29,0,11,73,31,8,11,11
"G130021001191","1990",,,,,,"1","0119",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",31,60,28,10,41,28,13,23,19,23,16,8,8,5,0,7,18,0,6,0,0,17,0,0,0
"G130021001192","1990",,,,,,"2","0119",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",0,39,34,29,17,23,25,31,9,5,13,16,13,0,20,0,22,22,31,7,13,44,0,10,0
"G130021001193","1990",,,,,,"3","0119",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",27,9,16,10,0,11,17,5,8,21,14,7,12,0,49,0,0,0,13,22,49,20,0,6,0
"G130021001201","1990",,,,,,"1","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",4,26,11,46,15,19,13,11,8,8,21,13,24,6,38,11,24,5,47,0,30,56,8,0,9
"G130021001202","1990",,,,,,"2","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",0,0,12,0,0,5,0,9,6,3,33,0,11,12,5,6,5,6,26,26,33,32,0,0,0
"G130021001203","1990",,,,,,"3","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",4,4,4,21,11,12,27,13,39,20,27,5,5,5,22,19,46,5,12,34,110,54,6,6,11
"G130021001204","1990",,,,,,"4","0120",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",11,6,4,0,7,0,22,6,20,18,19,7,25,6,25,31,17,18,23,23,40,56,22,7,6
"G130021001211","1990",,,,,,"1","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",0,0,13,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,29,18,10,0,27
"G130021001212","1990",,,,,,"2","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",32,50,44,17,48,29,43,24,69,39,8,0,17,10,37,0,36,8,15,20,69,36,33,13,97
"G130021001213","1990",,,,,,"3","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",0,18,0,22,30,34,28,44,40,33,0,0,31,46,50,12,22,0,44,11,90,86,58,0,32
"G130021001214","1990",,,,,,"4","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",20,23,46,8,20,0,17,20,19,37,26,19,16,9,27,7,43,0,35,25,64,62,10,0,0
"G130021001215","1990",,,,,,"5","0121",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",8,17,8,8,30,36,28,25,20,43,26,25,22,25,36,24,9,0,48,26,66,10,5,9,0
"G130021001221","1990",,,,,,"1","0122",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",68,43,21,5,22,21,17,6,31,19,12,7,17,14,0,10,0,12,5,7,0,0,7,0,0
"G130021001222","1990",,,,,,"2","0122",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",77,72,43,32,47,18,19,21,16,19,22,34,11,7,34,23,0,5,13,7,5,0,0,0,0
"G130021001231","1990",,,,,,"1","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",13,25,0,0,10,21,17,5,22,0,18,0,0,0,12,0,0,0,5,0,6,0,6,0,0
"G130021001232","1990",,,,,,"2","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 2",83,86,57,43,22,20,16,27,24,18,8,0,0,0,22,0,0,0,0,0,8,0,0,0,0
"G130021001233","1990",,,,,,"3","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 3",53,39,23,16,31,10,16,34,29,23,7,19,8,0,8,0,0,0,17,17,0,10,0,0,0
"G130021001234","1990",,,,,,"4","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 4",24,43,24,25,16,15,17,7,0,15,6,19,0,20,13,0,0,0,9,0,0,0,0,0,0
"G130021001235","1990",,,,,,"5","0123",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 5",17,68,45,10,42,17,32,15,25,14,26,18,26,0,0,0,10,8,13,5,16,0,0,0,0
"G130021001241","1990",,,,,,"1","0124",,,"Bibb","021",,"5","4680",,"9999","3","Georgia","13",,,,,"BG 1",41,46,26,35,14,5,5,0,0,0,7,0,5,0,6,0,0,4,5,8,0,0,0,0,0
